Bastar,Farasgaon,Mohpal,Mohapal,494228
Bastar,Farasgaon,Net,Urndabeda,494228
Bastar,Farasgaon,Painsara,Shankarpur,494228
Bastar,Farasgaon,Palna,Palna,494226
Bastar,Farasgaon,Pandeathgaon,Pandeyaatgaon,493889
Bastar,Farasgaon,Paroda,Kokadajuganar,494226
Bastar,Farasgaon,Paschim Borgaon,Borgaon,493889
Bastar,Farasgaon,Patla,Chichadi,494226
Bastar,Farasgaon,Patoda,Patoda,493889
Bastar,Farasgaon,Pawdha,Pawda,494228
Bastar,Farasgaon,Purbi Borgaon,Borgaon East,493889
Bastar,Farasgaon,Randhana,Palna,494661
Bastar,Farasgaon,Sadadi,Banchapai,494228
Bastar,Farasgaon,Sarbeda,Kulhadgaon,494226
Bastar,Farasgaon,Shankarpur,Shankarpur,493889
Bastar,Farasgaon,Singarpuri,Singarpuri,494229
Bastar,Farasgaon,Sirpur,Sirpur,494661
Bastar,Farasgaon,Sirsiklar,Sirsikalar,494226
Bastar,Farasgaon,Sodhma,Sodma,494226
Bastar,Farasgaon,Torand,Godma,494228
Bastar,Farasgaon,Toyapal,Hatchapai,494230
Bastar,Farasgaon,Turki,Badagaon,494230
Bastar,Farasgaon,Urendabeda,Urndabeda,494111
Bastar,Jagdalpur,Aasana,Aasna,494221
Bastar,Jagdalpur,Adawal,Aadawal,494223
Bastar,Jagdalpur,Alkuralis Taipadar,Kawapal,494001
Bastar,Jagdalpur,Alnar,Alnar,493889
Bastar,Jagdalpur,Amagudha,Aamaguda,494001
Bastar,Jagdalpur,Atapharisemra,Babusemhra,494001
Bastar,Jagdalpur,Babusemra,Babusemhra,494001
Bastar,Jagdalpur,Badebadam,Jamawada,494001
Bastar,Jagdalpur,Badebodal,Kakarwada,494001
Bastar,Jagdalpur,Bademurma,Bademurma,494001
Bastar,Jagdalpur,Bagraur,Chokawada,494001
Bastar,Jagdalpur,Balikonta,Balikonta,493441
Bastar,Jagdalpur,Bamhani,Bamhani,494001
Bastar,Jagdalpur,Benglur,Kaikagarh Cherbahar,494001
Bastar,Jagdalpur,Bhalugudha,Karanpur,494001
Bastar,Jagdalpur,Bhataguda,Turenar,494001
Bastar,Jagdalpur,Bhejapadar,Bhejapadar,494001
Bastar,Jagdalpur,Bijaput,Upanpal,494001
Bastar,Jagdalpur,Billori,Bilouri,494001
Bastar,Jagdalpur,Biranpal,Biranpal,494333
Bastar,Jagdalpur,Biringpal,Biringpal,496445
Bastar,Jagdalpur,Burundwadasemra,Babusemhra,494001
Bastar,Jagdalpur,Chachalgur,Chitalgur,494669
Bastar,Jagdalpur,Champal,Kolawada,N/A
