Bokaro|Bermo|Armo|Bermo|689 hectares
Deoghar|Devipur|Narha Simar|Daranga|815353
Deoghar|Devipur|Nauwadih|Fulkari|N/A
Deoghar|Devipur|Nawadih|Tatkiyo Nawadih|815353
Deoghar|Devipur|Nepodih|Jhhundi|N/A
Deoghar|Devipur|Ojhadih|Husainabad|N/A
Deoghar|Devipur|Pahariatanr|Barwan|N/A
Deoghar|Devipur|Paharidih|Manpur|N/A
Deoghar|Devipur|Paharpur|Kasathi|815353
Deoghar|Devipur|Pahartali|Kasathi|815353
Deoghar|Devipur|Pahridih|Tatkiyo Nawadih|814152
Deoghar|Devipur|Paisarpur|Rajpura|814152
Deoghar|Devipur|Pandanbana|Rajpura|814152
Deoghar|Devipur|Panrjori|Mahuatand|815353
Deoghar|Devipur|Paran Dih Banusari Chhit|Baghmari|N/A
Deoghar|Devipur|Parandih Banusari|Baghmari|814152
Deoghar|Devipur|Pararia|Manpur|815353
Deoghar|Devipur|Parsbani|Jhhundi|815353
Deoghar|Devipur|Paruraydih|Baghmari|814152
Deoghar|Devipur|Patharchapti|Bhojpur|814152
Deoghar|Devipur|Pathria|Barwan|815353
Deoghar|Devipur|Patopahri|Fulkari|815353
Deoghar|Devipur|Phulkari|Fulkari|815353
Deoghar|Devipur|Phutabandh|Jhhundi|815353
Deoghar|Devipur|Pindari|Daranga|815353
Deoghar|Devipur|Piparbadiya|Jitjorit|N/A
Deoghar|Devipur|Pipra|Fulkari|815353
Deoghar|Devipur|Pipratol|Barwan|815353
Deoghar|Devipur|Pirhakata|Rajpura|814152
Deoghar|Devipur|Purnadih|Jitjorit|N/A
Deoghar|Devipur|Purnia|Fulkari|815353
Deoghar|Devipur|Putarjor|Barwan|815353
Deoghar|Devipur|Raghunathpur|Ramudih|814152
Deoghar|Devipur|Raji|Barwan|815353
Deoghar|Devipur|Rajpura|Tatkiyo Nawadih|815353
Deoghar|Devipur|Rampur|Jitjorit|814152
Deoghar|Devipur|Ramraidih|Amdiha|815353
Deoghar|Devipur|Ramsagar|Ramudih|814152
Deoghar|Devipur|Ramudih|Ramudih|814152
Deoghar|Devipur|Rangniatanr|Barwan|815353
Deoghar|Devipur|Ratanbad|Jhhundi|N/A
Deoghar|Devipur|Rautdih|Husainabad|815353
Deoghar|Devipur|Riguamarni|Barwan|815353
Deoghar|Devipur|Sadhwadih|Jhhundi|815353
Deoghar|Devipur|Saerjangal|Manpur|N/A
Deoghar|Devipur|Saharpur|Jhhundi|815353
Deoghar|Devipur|Samaiatanr|Jhhundi|815353
Deoghar|Devipur|Samlapur|Husainabad|N/A
Deoghar|Devipur|Sankarpur|Jitjorit|814152
Deoghar|Devipur|Saptabandh|Fulkari|815353
Deoghar|Devipur|Sardha|Baghmari|814152
Deoghar|Devipur|Saruka|Dhobana|N/A
Deoghar|Devipur|Semra Khas|Baghmari|814152
Deoghar|Devipur|Semradih|Baghmari|814152
Deoghar|Devipur|Simrapoj|Jhhumarbad|814152
Deoghar|Devipur|Siri|Daranga|815353
Deoghar|Devipur|Sirsia|Rajpura|814152
Deoghar|Devipur|Sirsia Chhit|Jitjorit|N/A
Deoghar|Devipur|Siwsagar|Mahuatand|N/A
Deoghar|Devipur|Sultanpur|Ramudih|814152
Deoghar|Devipur|Sundardih|Barwan|815353
Deoghar|Devipur|Suriya Bandh|Jitjorit|814152
Deoghar|Devipur|Tatkio|Tatkiyo Nawadih|815353
Deoghar|Devipur|Thakuria Pahari|Jhhundi|N/A
Deoghar|Devipur|Thariyari|Dhobana|814152
Deoghar|Devipur|Thuthimarni|Dhobana|N/A
Deoghar|Devipur|Tilauna|Jhhundi|815353
Deoghar|Devipur|Tiljori|Bhojpur|814152
Deoghar|Devipur|Tilokitanr|Daranga|N/A
Deoghar|Devipur|Titichapar|Mahuatand|815353
Deoghar|Devipur|Toombo|Daranga|N/A
Deoghar|Devipur|Udhwadih|Amdiha|815353
Deoghar|Devipur|Ujanpur|Manpur|815353
Deoghar|Devipur|Upardih|Manpur|815353
Deoghar|Devipur|Utimpur|Jitjorit|N/A
Deoghar|Karon|Alampur|Ranidih|815357
Deoghar|Karon|Ambatila|Badiya|815353
Deoghar|Karon|Amchuriabad|Dindakoli|N/A
Deoghar|Karon|Asanbani|Ganjewari|815353
Deoghar|Karon|Asansol|Ranidih|815357
Deoghar|Karon|Badiya|Badiya|815353
Deoghar|Karon|Baghnadih|Badhanadih|815353
Deoghar|Karon|Bahadurpur|Bara|815353
Deoghar|Karon|Bandhdih|Ranidih|815357
Deoghar|Karon|Bara|Bara|815353
Deoghar|Karon|Barjora|Badhanadih|814152
Deoghar|Karon|Baskupi|Badiya|815553
Deoghar|Karon|Belakiyari|Dindakoli|815353
Deoghar|Karon|Bhabanipur|Sirsa|815353
Deoghar|Karon|Bhalgarha|Dindakoli|815353
Deoghar|Karon|Bhatubari|Saltar|815357
Deoghar|Karon|Bhawanipur|Nagadari|N/A
Deoghar|Karon|Bhero|Sirsa|815353
Deoghar|Karon|Bhima Kanali|Sirsa|N/A
Deoghar|Karon|Bhitia|Badhanadih|815353
Deoghar|Karon|Bhoranadiha|Nagadari|815357
Deoghar|Karon|Birajpur|Nagadari|N/A
Deoghar|Karon|Birangariya|Birangadia|815353
Deoghar|Karon|Buratanr|Karon|110 hectares
Deoghar|Karon|Burhikura|Ganjewari|815353
Deoghar|Karon|Burhshari|Nagadari|815357
Deoghar|Karon|Chak Bahadurpur|Bara|815353
Deoghar|Karon|Chakdaha|Ranidih|815531
Deoghar|Karon|Chand Chora|Ranidih|815357
Deoghar|Karon|Chandiajori|Kasaiya|815357
Deoghar|Karon|Chapariya|Kasaiya|815353
Deoghar|Karon|Chobkiyari|Birangadia|815357
Deoghar|Karon|Chorbaria Urf Bhabanipur|Ranidih|815357
Deoghar|Karon|Dahuya|Ganjewari|815353
Deoghar|Karon|Damaria Chak|Tekra|N/A
Deoghar|Karon|Dasdih|Ganjewari|815353
Deoghar|Karon|Dend|Badhanadih|815353
Deoghar|Karon|Deobahiar|Sirsa|N/A
Deoghar|Karon|Deopur|Ranidih|815357
Deoghar|Karon|Dhabna|Badhanadih|815353
Deoghar|Karon|Dhakwa|Kasaiya|815353
Deoghar|Karon|Dhaniyadih|Nagadari|815357
Deoghar|Karon|Dhantariya|Badiya|815357
Deoghar|Karon|Dharampur|Dindakoli|815357
Deoghar|Karon|Dharua|Sirsa|815353
Deoghar|Karon|Dhobna|Nagadari|815353
Deoghar|Karon|Dhobni|Saltar|815357
Deoghar|Karon|Dhoriya|Sirsa|815353
Deoghar|Karon|Digbad|Nagadari|815353
Deoghar|Karon|Dindakuli|Dindakoli|815353
Deoghar|Karon|Dubra|Saltar|815353
Deoghar|Karon|Dumariya Bank|Saltar|815357
Deoghar|Karon|Dumartar|Saltar|815357
Deoghar|Karon|Gajiyadih|Kasaiya|815353
Deoghar|Karon|Ganduba|Birangadia|815357
Deoghar|Karon|Ganjebari|Ganjewari|815353
Deoghar|Karon|Gashuwa|Tekra|815353
Deoghar|Karon|Gobindpur|Saltar|815357
Deoghar|Karon|Goradih|Pathrol|815353
Deoghar|Karon|Gorkata|Bara|815353
Deoghar|Karon|Gormara|Kasaiya|N/A
Deoghar|Karon|Harhaja|Kasaiya|815353
Deoghar|Karon|Het Bilriya|Tekra|815353
Deoghar|Karon|Jagadih|Badiya|815353
Deoghar|Karon|Jagtopa|Badiya|815353
Deoghar|Karon|Jamdabar|Ganjewari|815353
Deoghar|Karon|Jant|Saltar|815354
Deoghar|Karon|Jarua|Ganjewari|815353
Deoghar|Karon|Jasho Bandh|Ganjewari|815353
Deoghar|Karon|Jhilua|Kasaiya|815353
Deoghar|Karon|Joramo|Kasaiya|815353
Deoghar|Karon|Kairakol|Ganjewari|815353
Deoghar|Karon|Kalho|Nagadari|815357
Deoghar|Karon|Kalibandh|Badiya|815357
Deoghar|Karon|Kamal Kardih|Ranidih|815357
Deoghar|Karon|Karhiya|Nagadari|815357
Deoghar|Karon|Karo|Karown|N/A
Deoghar|Karon|Karopahari|Ranidih|815357
Deoghar|Karon|Kasaiya|Kasaiya|815353
Deoghar|Karon|Kashitanr|Badiya|N/A
Deoghar|Karon|Kathmirkhi|Birangadia|815357
Deoghar|Karon|Kendbariya|Birangadia|N/A
Deoghar|Karon|Khamarbad|Bara|815353
Deoghar|Karon|Kochlapahari|Ranidih|815357
Deoghar|Karon|Koldi|Ranidih|815357
Deoghar|Karon|Kolhar|Tekra|815353
Deoghar|Karon|Kondpaka|Sirsa|N/A
Deoghar|Karon|Kusmaha|Bara|815353
Deoghar|Karon|Lachhnadih|Dindakoli|815353
Deoghar|Karon|Lakhipur|Pathrol|815353
Deoghar|Karon|Lalapokhar|Ranidih|815357
Deoghar|Karon|Lalgar|Bara|815353
Deoghar|Karon|Lerwa|Badhanadih|815353
Deoghar|Karon|Lutiya|Kasaiya|815353
Deoghar|Karon|Madhopur|Pathrol|815353
Deoghar|Karon|Mahuliabad|Tekra|N/A
Deoghar|Karon|Mahulidi|Saltar|815357
Deoghar|Karon|Majhiana|Tekra|N/A
Deoghar|Karon|Majhidih|Sirsa|815353
Deoghar|Karon|Majhtar|Sirsa|815353
Deoghar|Karon|Maldabra|Dindakoli|815353
Deoghar|Karon|Manikpur|Sirsa|N/A
Deoghar|Karon|Misra|Nagadari|815357
Deoghar|Karon|Mohana Chak|Kasaiya|815353
Deoghar|Karon|Mohnatanr|Nagadari|815353
Deoghar|Karon|Nagadari|Nagadari|815357
Deoghar|Karon|Nanduadih|Ranidih|815357
Deoghar|Karon|Nawadih|Badhanadih|815353
Deoghar|Karon|Nayachak|Kasaiya|815353
Deoghar|Karon|Noniyatanr|Ganjewari|815353
Deoghar|Karon|Pachgariya|Ranidih|815357
Deoghar|Karon|Pahardaha Urf Madankata|Birangadia|N/A
Deoghar|Karon|Parsiya|Ganjewari|815353
Deoghar|Karon|Patharjor|Ganjewari|815353
Deoghar|Karon|Pathra|Tekra|815353
Deoghar|Karon|Pathraul|Pathrol|815353
Deoghar|Karon|Pipra|Sirsa|815353
Deoghar|Karon|Pratappur|Dindakoli|815353
Deoghar|Karon|Rampur|Saltar|815357
Deoghar|Karon|Rana|Sirsa|815357
Deoghar|Karon|Ranga|Ranidih|815353
Deoghar|Karon|Ranidi|Ranidih|N/A
Deoghar|Karon|Rautdih|Pathrol|815353
Deoghar|Karon|Sagarbhanga|Badiya|815553
Deoghar|Karon|Saltar|Saltar|815357
Deoghar|Karon|Sarpata|Kasaiya|815353
Deoghar|Karon|Shyampur|Saltar|815357
Deoghar|Karon|Simra|Pathrol|815353
Deoghar|Karon|Singpur|Dindakoli|815353
Deoghar|Karon|Siriyan|Karown|815357
Deoghar|Karon|Sirsa|Sirsa|815353
Deoghar|Karon|Sirsia|Badhanadih|815353
Deoghar|Karon|Sirsiya|Nagadari|815357
Deoghar|Karon|Sitaluwa|Ganjewari|815353
Deoghar|Karon|Siyatanr|Birangadia|815357
Deoghar|Karon|Sonabank|Birangadia|815357
Deoghar|Karon|Sugipahari|Bara|815353
Deoghar|Karon|Taradangal|Ganjewari|815353
Deoghar|Karon|Tarapur|Saltar|815354
Deoghar|Karon|Tekra|Tekra|815353
Deoghar|Karon|Teliadih|Dindakoli|815357
Deoghar|Karon|Tetariya|Ganjewari|815353
Deoghar|Karon|Tetariyatanr|Badiya|815357
Deoghar|Karon|Thengadih|Sirsa|815353
Deoghar|Karon|Tikaitbandh|Dindakoli|815353
Deoghar|Karon|Tilberiya|Badiya|815553
Deoghar|Karon|Tulsitanr|Nagadari|815353
Deoghar|Karon|Upar Bilriya|Tekra|815353
Deoghar|Madhupur|Asta|Suggapahari 2|814152
Deoghar|Madhupur|Badia|Misarna|814152
Deoghar|Madhupur|Baghora|Saptar|814152
Deoghar|Madhupur|Bakulia|Dalha|N/A
Deoghar|Madhupur|Baniadih|Charpa|N/A
Deoghar|Madhupur|Bank|Dalha|814152
Deoghar|Madhupur|Bara Sanghra|Gonaiya|814152
Deoghar|Madhupur|Baranawadha|Saptar|N/A
Deoghar|Madhupur|Baratanr|Burhai|814152
Deoghar|Madhupur|Barhi|Jamuni|N/A
Deoghar|Madhupur|Barmasia|Jawagudi|814152
Deoghar|Madhupur|Belatanr|Jawagudi|814152
Deoghar|Madhupur|Belkukraha|Burhai|814152
Deoghar|Madhupur|Belwatari|Charpa|N/A
Deoghar|Madhupur|Bhabhandhia|Darwe|814152
Deoghar|Madhupur|Bhalgarha|Burhai|N/A
Deoghar|Madhupur|Bhalpahri|Baranarayanpur|814152
Deoghar|Madhupur|Bhalua|Jawagudi|814152
Deoghar|Madhupur|Bhaurtanr|Bansimi|814152
Deoghar|Madhupur|Bhawanpur|Gariya|814152
Deoghar|Madhupur|Bherwa|Berwa|814152
Deoghar|Madhupur|Bhiknadih|Burhai|814152
Deoghar|Madhupur|Bhirkibad|Pathaljor|814152
Deoghar|Madhupur|Bhogtachhorant|Dalha|814152
Deoghar|Madhupur|Biahigarhha|Misarna|814152
Deoghar|Madhupur|Bili|Gonaiya|814152
Deoghar|Madhupur|Birajpur|Jawagudi|814152
Deoghar|Madhupur|Burhai|Burhai|814152
Deoghar|Madhupur|Burhi Bagaicha|Misarna|814152
Deoghar|Madhupur|Chak Baghora|Saptar|814152
Deoghar|Madhupur|Chak Nawada|Saptar|814152
Deoghar|Madhupur|Chapri|Jawagudi|814152
Deoghar|Madhupur|Charpa|Charpa|814152
Deoghar|Madhupur|Chaura|Jawagudi|814152
Deoghar|Madhupur|Chechali|Pathaljor|814152
Deoghar|Madhupur|Chhatra|Darwe|N/A
Deoghar|Madhupur|Chhota Sagra|Gonaiya|814152
Deoghar|Madhupur|Chogakhar|Udaypura|814152
Deoghar|Madhupur|Chota Rajabandh|Misarna|N/A
Deoghar|Madhupur|Chunglo|Gariya|814152
Deoghar|Madhupur|Dalha|Dalha|814152
Deoghar|Madhupur|Daliapathar|Ghagharjori|814152
Deoghar|Madhupur|Darbe|Darwe|814152
Deoghar|Madhupur|Dasdumar|Burhai|814152
Deoghar|Madhupur|Debipur|Burhai|814152
Deoghar|Madhupur|Dhab|Jawagudi|814152
Deoghar|Madhupur|Dhakodih|Pathaljor|N/A
Deoghar|Madhupur|Dhamna|Gariya|814152
Deoghar|Madhupur|Dhamni|Dhamani|814152
Deoghar|Madhupur|Domaghaghar|Sikatya|814152
Deoghar|Madhupur|Domohani|Dalha|814152
Deoghar|Madhupur|Dorhi|Udaypura|814152
Deoghar|Madhupur|Dube Chak|Jamuni|N/A
Deoghar|Madhupur|Dubiatari|Dalha|814152
Deoghar|Madhupur|Dubra|Dalha|814152
Deoghar|Madhupur|Dubrajpur|Burhai|814152
Deoghar|Madhupur|Dudhani|Udaypura|814152
Deoghar|Madhupur|Dulampur|Sikatya|814152
Deoghar|Madhupur|Dulidih|Misarna|814152
Deoghar|Madhupur|Durgapur|Burhai|N/A
Deoghar|Madhupur|Fatehpur|Jawagudi|814152
Deoghar|Madhupur|Fathepur|Gariya|814152
Deoghar|Madhupur|Gajhanda|Jamuni|814152
Deoghar|Madhupur|Gangomarni|Charpa|814152
Deoghar|Madhupur|Ganti|Charpa|814152
Deoghar|Madhupur|Gariya|Gariya|814152
Deoghar|Madhupur|Ghagharjori|Ghagharjori|814152
Deoghar|Madhupur|Gobindpur|Govindpur|814152
Deoghar|Madhupur|Gori Pahari|Saptar|814152
Deoghar|Madhupur|Guniasol|Pasiya|814152
Deoghar|Madhupur|Harila|Dhamani|814152
Deoghar|Madhupur|Haripur Kolwa|Govindpur|814152
Deoghar|Madhupur|Hariraidih|Misarna|814152
Deoghar|Madhupur|Harlatanr|Patwabad|814152
Deoghar|Madhupur|J0gidih|Darwe|814152
Deoghar|Madhupur|Jabhaguri|Jawagudi|814152
Deoghar|Madhupur|Jama|Charpa|814152
Deoghar|Madhupur|Jamuni|Jamuni|814152
Deoghar|Madhupur|Jamuniatanr|Udaypura|814152
Deoghar|Madhupur|Jariadih|Burhai|814152
Deoghar|Madhupur|Jariatanr|Dalha|814152
Deoghar|Madhupur|Jaridih|Dhamani|814152
Deoghar|Madhupur|Jhilua|Darwe|814152
Deoghar|Madhupur|Jhunka|Baranarayanpur|814152
Deoghar|Madhupur|Jitpur|Pathaljor|814152
Deoghar|Madhupur|Jogidih|Charpa|814152
Deoghar|Madhupur|Joniaya|Gonaiya|814152
Deoghar|Madhupur|Joramo|Jawagudi|814152
Deoghar|Madhupur|Jundlitnar|Patwabad|814152
Deoghar|Madhupur|Kajra|Govindpur|814152
Deoghar|Madhupur|Kakti|Burhai|814152
Deoghar|Madhupur|Kalajor|Ghagharjori|814152
Deoghar|Madhupur|Kalayanpur|Misarna|814152
Deoghar|Madhupur|Kanaidih|Darwe|814152
Deoghar|Madhupur|Kanjia|Gariya|814152
Deoghar|Madhupur|Kano|Darwe|N/A
Deoghar|Madhupur|Kansjor|Sikatya|814152
Deoghar|Madhupur|Karaiyatanr|Jamuni|814152
Deoghar|Madhupur|Karbhinda|Udaypura|814152
Deoghar|Madhupur|Karipahari|Pathaljor|N/A
Deoghar|Madhupur|Karmatanr|Darwe|814152
Deoghar|Madhupur|Kenduyatanr|Dhamani|814152
Deoghar|Madhupur|Kesargara|Pasiya|814152
Deoghar|Madhupur|Khairbani|Charpa|814152
Deoghar|Madhupur|Khandit Chak|Burhai|N/A
Deoghar|Madhupur|Kiyajori|Dhamani|814152
Deoghar|Madhupur|Koklo|Pathaljor|N/A
Deoghar|Madhupur|Kolharia|Gariya|814152
Deoghar|Madhupur|Korkatta|Misarna|814152
Deoghar|Madhupur|Kothia|Jamuni|N/A
Deoghar|Madhupur|Kumargaria|Darwe|814152
Deoghar|Madhupur|Kurmidih|Govindpur|814152
Deoghar|Madhupur|Kusma|Darwe|814152
Deoghar|Madhupur|Lahiyatanr|Ghagharjori|814152
Deoghar|Madhupur|Lakhna|Berwa|814152
Deoghar|Madhupur|Lakhnuwa|Saptar|814152
Deoghar|Madhupur|Laldedih|Burhai|814152
Deoghar|Madhupur|Lalpur|Jawagudi|N/A
Deoghar|Madhupur|Lerwa|Burhai|N/A
Deoghar|Madhupur|Lorhajor|Charpa|814152
Deoghar|Madhupur|Madhopur|Saptar|814152
Deoghar|Madhupur|Madhupur|Burhai|814152
Deoghar|Madhupur|Mahtobahiar|Charpa|814152
Deoghar|Madhupur|Mahuadabar|Pasiya|814152
Deoghar|Madhupur|Mahuatanr|Sikatya|814152
Deoghar|Madhupur|Majhiladih|Jawagudi|814152
Deoghar|Madhupur|Maniardih|Charpa|814152
Deoghar|Madhupur|Manikpur|Burhai|814152
Deoghar|Madhupur|Manpur|Saptar|814152
Deoghar|Madhupur|Marghati|Pasiya|814152
Deoghar|Madhupur|Markiyari Chak|Saptar|N/A
Deoghar|Madhupur|Mathura|Gariya|814152
Deoghar|Madhupur|Mathurapur|Burhai|N/A
Deoghar|Madhupur|Matiara|Jamuni|814152
Deoghar|Madhupur|Megni Sarai|Dhamani|814152
Deoghar|Madhupur|Misarna|Misarna|814152
Deoghar|Madhupur|Mohanpur|Misarna|814152
Deoghar|Madhupur|Mohnadih|Pathaljor|814152
Deoghar|Madhupur|Mordih|Jawagudi|N/A
Deoghar|Madhupur|Naiadih|Burhai|814152
Deoghar|Madhupur|Naiyadih|Dhamani|814152
Deoghar|Madhupur|Narainpur|Baranarayanpur|814152
Deoghar|Madhupur|Narayanpur|Baranarayanpur|814152
Deoghar|Madhupur|Nauwapatra|Gariya|814152
Deoghar|Madhupur|Nawa Ahar|Suggapahari 2|814152
Deoghar|Madhupur|Nawada|Burhai|814152
Deoghar|Madhupur|Nawadih|Misarna|814152
Deoghar|Madhupur|Nawadih Chhit|Patwabad|814152
Deoghar|Madhupur|Nemobad|Saptar|N/A
Deoghar|Madhupur|Nemuadih|Sikatya|814152
Deoghar|Madhupur|Nimatanr|Jamuni|N/A
Deoghar|Madhupur|Paharpur|Jawagudi|814152
Deoghar|Madhupur|Pamar Chak|Suggapahari 2|814152
Deoghar|Madhupur|Panerchhorat|Charpa|814152
Deoghar|Madhupur|Paniara|Jamuni|814152
Deoghar|Madhupur|Panredih|Burhai|814152
Deoghar|Madhupur|Parwaria|Dalha|N/A
Deoghar|Madhupur|Pasia|Pasiya|814152
Deoghar|Madhupur|Pathaljor|Pathaljor|814152
Deoghar|Madhupur|Pathar|Saptar|814152
Deoghar|Madhupur|Pathria|Suggapahari 2|814152
Deoghar|Madhupur|Patwabad|Patwabad|814152
Deoghar|Madhupur|Phulchi|Udaypura|814152
Deoghar|Madhupur|Pichhri|Burhai|814152
Deoghar|Madhupur|Pindra|Sikatya|814152
Deoghar|Madhupur|Piprasol|Berwa|814152
Deoghar|Madhupur|Pipratol|Darwe|814152
Deoghar|Madhupur|Pitanjia|Jamuni|814152
Deoghar|Madhupur|Pokharia|Berwa|814152
Deoghar|Madhupur|Punsia|Burhai|814152
Deoghar|Madhupur|Raghunathpur|Sikatya|814152
Deoghar|Madhupur|Rajabihta|Patwabad|814152
Deoghar|Madhupur|Rajbandh|Misarna|814152
Deoghar|Madhupur|Rajdaha|Ghagharjori|814152
Deoghar|Madhupur|Rajhanstari|Burhai|814152
Deoghar|Madhupur|Ramchandarpur|Dalha|814152
Deoghar|Madhupur|Ratubahiar|Charpa|814152
Deoghar|Madhupur|Rupabad|Jamuni|N/A
Deoghar|Madhupur|Sabaijor|Patwabad|814152
Deoghar|Madhupur|Salaia|Burhai|814152
Deoghar|Madhupur|Salaiya|Gariya|814152
Deoghar|Madhupur|Salia|Baranarayanpur|814152
Deoghar|Madhupur|Samlabahiar|Charpa|814152
Deoghar|Madhupur|Sani Simra|Jamuni|N/A
Deoghar|Madhupur|Santali Simra|Jamuni|814152
Deoghar|Madhupur|Sapha|Patwabad|814152
Deoghar|Madhupur|Saptar|Saptar|814152
Deoghar|Madhupur|Sarheta|Jamuni|814152
Deoghar|Madhupur|Sarpata|Pathaljor|814152
Deoghar|Madhupur|Shampur|Pathaljor|814152
Deoghar|Madhupur|Siktia|Sikatya|814152
Deoghar|Madhupur|Silgaria|Dhamani|814152
Deoghar|Madhupur|Simratari|Gonaiya|814152
Deoghar|Madhupur|Singho|Dalha|814152
Deoghar|Madhupur|Sonabad|Jamuni|N/A
Deoghar|Madhupur|Sonajuri|Jawagudi|814152
Deoghar|Madhupur|Sonbadia|Charpa|814152
Deoghar|Madhupur|Sugapahari|Suggapahari 2|814152
Deoghar|Madhupur|Sultanpur|Jawagudi|814152
Deoghar|Madhupur|Tanderi|Govindpur|814152
Deoghar|Madhupur|Telodih|Misarna|814152
Deoghar|Madhupur|Tetaria|Misarna|N/A
Deoghar|Madhupur|Tetihiabank|Patwabad|814152
Deoghar|Madhupur|Tikaitbandh|Jamuni|814152
Deoghar|Madhupur|Tilaia|Pathaljor|814152
Deoghar|Madhupur|Timto|Jawagudi|814152
Deoghar|Madhupur|Tinghara|Dhamani|814152
Deoghar|Madhupur|Udipura|Udaypura|814152
Deoghar|Margo Munda|Aguiya Chak|Rampur|815353
Deoghar|Margo Munda|Akduara|Pipra|815353
Deoghar|Margo Munda|Amrita|Suggapahari 1|814152
Deoghar|Margo Munda|Arjunka|Baghmara|815353
Deoghar|Margo Munda|Arjunpur|Baghmara|815353
Deoghar|Margo Munda|Awrasol|Mahjori|815353
Deoghar|Margo Munda|Bagaiya|Bansimi|815353
Deoghar|Margo Munda|Bagh Sila|Margomunda|815353
Deoghar|Margo Munda|Baghadabar|Baghmara|N/A
Deoghar|Margo Munda|Baghmara|Baghmara|815353
Deoghar|Margo Munda|Bahera Pahari|Murlipahari|815353
Deoghar|Margo Munda|Baijutanr|Pipra|815353
Deoghar|Margo Munda|Balwa|Baghmara|815353
Deoghar|Margo Munda|Bandabar|Kano|815353
Deoghar|Margo Munda|Bansimi|Bansimi|815353
Deoghar|Margo Munda|Bansjora|Mahuatand|815353
Deoghar|Margo Munda|Bara Charpa|Bansimi|815353
Deoghar|Margo Munda|Bara Lusiwo|Baghmara|815353
Deoghar|Margo Munda|Barbad|Chetnari|N/A
Deoghar|Margo Munda|Baredih|Murlipahari|815353
Deoghar|Margo Munda|Barmasiya|Kano|815353
Deoghar|Margo Munda|Barotanr|Suggapahari 2|815353
Deoghar|Margo Munda|Barsatiya|Chetnari|815353
Deoghar|Margo Munda|Bhaluwa|Bansimi|815353
Deoghar|Margo Munda|Bhandaro|Mahjori|N/A
Deoghar|Margo Munda|Bhoradabar|Laharjori|815353
Deoghar|Margo Munda|Birsinghdih|Pandniya|815353
Deoghar|Margo Munda|Chamarbigha|Mahuatand|815353
Deoghar|Margo Munda|Charghara|Mahuatand|815353
Deoghar|Margo Munda|Chatrama|Margomunda|815353
Deoghar|Margo Munda|Chhatapathar|Laharjori|815353
Deoghar|Margo Munda|Chhota Charpa|Baghmara|815353
Deoghar|Margo Munda|Chhota Lusiwo|Baghmara|815353
Deoghar|Margo Munda|Chikniya|Suggapahari 1|814152
Deoghar|Margo Munda|Chitnari|Chetnari|815353
Deoghar|Margo Munda|Chorkata|Pandniya|815353
Deoghar|Margo Munda|Chunji|Bansimi|815353
Deoghar|Margo Munda|Dengra|Baghmara|815353
Deoghar|Margo Munda|Domnatanr|Margomunda|815353
Deoghar|Margo Munda|Duar Pahari|Pandniya|815353
Deoghar|Margo Munda|Dudhani|Mahuatand|815353
Deoghar|Margo Munda|Dumariya|Bansimi|815353
Deoghar|Margo Munda|Gaganpur|Bansimi|815353
Deoghar|Margo Munda|Garhitanr|Bansimi|815353
Deoghar|Margo Munda|Ghaghra|Bansimi|815353
Deoghar|Margo Munda|Ghasko|Mahjori|815353
Deoghar|Margo Munda|Girinjori|Margomunda|815353
Deoghar|Margo Munda|Goradih|Baghmara|815353
Deoghar|Margo Munda|Gormara|Bansimi|815353
Deoghar|Margo Munda|Haringarha|Pipra|815353
Deoghar|Margo Munda|Jagidih|Murlipahari|815353
Deoghar|Margo Munda|Jarua|Bansimi|815353
Deoghar|Margo Munda|Jiyanpur|Bansimi|815353
Deoghar|Margo Munda|Jorasimal|Suggapahari 1|815353
Deoghar|Margo Munda|Kaira Kundi|Suggapahari 1|814152
Deoghar|Margo Munda|Kanduatanr|Pandniya|815353
Deoghar|Margo Munda|Kano|Kano|815353
Deoghar|Margo Munda|Karanjo|Mahuatand|815353
Deoghar|Margo Munda|Karudih|Baghmara|815353
Deoghar|Margo Munda|Kenduwatanr|Bansimi|815353
Deoghar|Margo Munda|Khajuriyatanr|Laharjori|815353
Deoghar|Margo Munda|Khamarbad|Bansimi|815353
Deoghar|Margo Munda|Kharjori|Rampur|815353
Deoghar|Margo Munda|Kheswa|Murlipahari|815353
Deoghar|Margo Munda|Khurkhuriya|Mahjori|815353
Deoghar|Margo Munda|Kishunpur|Pandniya|815353
Deoghar|Margo Munda|Kodarkhosi|Baghmara|815353
Deoghar|Margo Munda|Kogri|Suggapahari 1|815353
Deoghar|Margo Munda|Koiridih|Baghmara|815353
Deoghar|Margo Munda|Kolhariya|Baghmara|815353
Deoghar|Margo Munda|Kolhua|Margomunda|815353
Deoghar|Margo Munda|Kolkha|Margomunda|815353
Deoghar|Margo Munda|Kotapahari|Baghmara|815353
Deoghar|Margo Munda|Kushmaha|Bansimi|815353
Deoghar|Margo Munda|Laharjori|Laharjori|815353
Deoghar|Margo Munda|Lalpur|Suggapahari 1|814152
Deoghar|Margo Munda|Lodhna|Bansimi|815353
Deoghar|Margo Munda|Madhupur|Bansimi|815353
Deoghar|Margo Munda|Mahajori|Mahjori|815353
Deoghar|Margo Munda|Mahuatanr|Mahuatand|815353
Deoghar|Margo Munda|Majhiladih|Baghmara|815353
Deoghar|Margo Munda|Makanpur|Kano|815353
Deoghar|Margo Munda|Margomunda|Margomunda|815353
Deoghar|Margo Munda|Marni|Kano|815353
